,Building,Class,Actual_Enrl,Day_start_M,Day_end_M,Latitude,Longitude
3290,SH,ARCH 380,13,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3291,SH,ARCH 380,13,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3292,SH,ARCH 380,13,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3293,SH,ARCH 121,12,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3294,SH,ARCH 480,15,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3295,SH,ARCH 480,15,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3296,SH,ARCH 480,15,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3297,SH,ARCH 571,6,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3302,SRTC,PH 375U,13,2016-09-26 14:00:00,2016-09-26 15:50:00,680741.5574630001,7641704.5849399995
3303,SRTC,PH 471,5,2016-09-26 14:00:00,2016-09-26 15:50:00,680741.5574630001,7641704.5849399995
3304,SRTC,FIN 352,14,2016-09-26 16:40:00,2016-09-26 18:30:00,680741.5574630001,7641704.5849399995
3305,SRTC,PH 335U,43,2016-09-26 18:40:00,2016-09-26 20:30:00,680741.5574630001,7641704.5849399995
3317,SRTC,WR 214,11,2016-09-26 08:15:00,2016-09-26 10:05:00,680741.5574630001,7641704.5849399995
3318,SRTC,PH 321,3,2016-09-26 10:15:00,2016-09-26 12:05:00,680741.5574630001,7641704.5849399995
3319,SRTC,WR 121,19,2016-09-26 12:45:00,2016-09-26 13:50:00,680741.5574630001,7641704.5849399995
3320,SRTC,PH 378U,7,2016-09-26 14:00:00,2016-09-26 15:50:00,680741.5574630001,7641704.5849399995
3321,SRTC,SCI 355U,17,2016-09-26 14:00:00,2016-09-26 15:50:00,680741.5574630001,7641704.5849399995
3322,SRTC,WR 121,20,2016-09-26 16:40:00,2016-09-26 18:30:00,680741.5574630001,7641704.5849399995
3323,SRTC,PH 445,1,2016-09-26 18:40:00,2016-09-26 20:30:00,680741.5574630001,7641704.5849399995
3324,SRTC,PH 545,7,2016-09-26 18:40:00,2016-09-26 20:30:00,680741.5574630001,7641704.5849399995
3330,SRTC,WR 323,23,2016-09-26 10:15:00,2016-09-26 11:20:00,680741.5574630001,7641704.5849399995
3331,SRTC,ENG 300,25,2016-09-26 11:30:00,2016-09-26 12:35:00,680741.5574630001,7641704.5849399995
3332,SRTC,SPED 417,14,2016-09-26 14:00:00,2016-09-26 15:50:00,680741.5574630001,7641704.5849399995
3333,SRTC,ELP 525,15,2016-09-26 18:40:00,2016-09-26 21:20:00,680741.5574630001,7641704.5849399995
3337,SRTC,PH 507,2,2016-09-26 09:00:00,2016-09-26 10:50:00,680741.5574630001,7641704.5849399995
3341,SRTC,PH 214,17,2016-09-26 18:40:00,2016-09-26 21:30:00,680741.5574630001,7641704.5849399995
3356,SRTC,STAT 664,8,2016-09-26 10:15:00,2016-09-26 11:05:00,680741.5574630001,7641704.5849399995
3357,SRTC,LING 114,15,2016-09-26 11:30:00,2016-09-26 12:35:00,680741.5574630001,7641704.5849399995
3358,SRTC,CH 460,5,2016-09-26 16:40:00,2016-09-26 18:30:00,680741.5574630001,7641704.5849399995
3359,SRTC,CH 560,3,2016-09-26 16:40:00,2016-09-26 18:30:00,680741.5574630001,7641704.5849399995
3360,SRTC,CH 410,5,2016-09-26 18:40:00,2016-09-26 20:30:00,680741.5574630001,7641704.5849399995
3361,SRTC,CH 510,6,2016-09-26 18:40:00,2016-09-26 20:30:00,680741.5574630001,7641704.5849399995
3372,SRTC,UNST 421,15,2016-09-26 09:00:00,2016-09-26 11:30:00,680741.5574630001,7641704.5849399995
3373,SRTC,LING 114,13,2016-09-26 12:45:00,2016-09-26 13:50:00,680741.5574630001,7641704.5849399995
3374,SRTC,BI 410,6,2016-09-26 15:15:00,2016-09-26 16:20:00,680741.5574630001,7641704.5849399995
3375,SRTC,BI 510,1,2016-09-26 15:15:00,2016-09-26 16:20:00,680741.5574630001,7641704.5849399995
3382,SRTC,ESM 220L,20,2016-09-26 11:30:00,2016-09-26 14:30:00,680741.5574630001,7641704.5849399995
3390,SRTC,UNST 421,12,2016-09-26 09:00:00,2016-09-26 11:20:00,680741.5574630001,7641704.5849399995
3391,SRTC,STAT 243,39,2016-09-26 14:00:00,2016-09-26 15:05:00,680741.5574630001,7641704.5849399995
3392,SRTC,LING 399,17,2016-09-26 15:15:00,2016-09-26 17:35:00,680741.5574630001,7641704.5849399995
3393,SRTC,BA 385,31,2016-09-26 17:40:00,2016-09-26 21:20:00,680741.5574630001,7641704.5849399995
3402,SRTC,PH 214,14,2016-09-26 17:00:00,2016-09-26 19:50:00,680741.5574630001,7641704.5849399995
3429,SRTC,SPHR 530,23,2016-09-26 09:00:00,2016-09-26 10:50:00,680741.5574630001,7641704.5849399995
3430,SRTC,SPHR 584,22,2016-09-26 11:00:00,2016-09-26 12:50:00,680741.5574630001,7641704.5849399995
3431,SRTC,WR 323,23,2016-09-26 14:00:00,2016-09-26 15:50:00,680741.5574630001,7641704.5849399995
3442,SRTC,WR 460,4,2016-09-26 10:00:00,2016-09-26 11:50:00,680741.5574630001,7641704.5849399995
3443,SRTC,WR 560,11,2016-09-26 10:00:00,2016-09-26 11:50:00,680741.5574630001,7641704.5849399995
3444,SRTC,CHN 411,2,2016-09-26 12:00:00,2016-09-26 13:50:00,680741.5574630001,7641704.5849399995
3446,SRTC,WR 412,18,2016-09-26 14:00:00,2016-09-26 15:50:00,680741.5574630001,7641704.5849399995
3447,SRTC,UNST 421,12,2016-09-26 16:40:00,2016-09-26 20:00:00,680741.5574630001,7641704.5849399995
3455,SRTC,SCI 311U,34,2016-09-26 11:30:00,2016-09-26 13:20:00,680741.5574630001,7641704.5849399995
3464,SRTC,BI 473,12,2016-09-26 08:15:00,2016-09-26 10:05:00,680741.5574630001,7641704.5849399995
3465,SRTC,BI 573,2,2016-09-26 08:15:00,2016-09-26 10:05:00,680741.5574630001,7641704.5849399995
3466,SRTC,BI 410,4,2016-09-26 16:00:00,2016-09-26 18:30:00,680741.5574630001,7641704.5849399995
3467,SRTC,BI 510,6,2016-09-26 16:00:00,2016-09-26 18:30:00,680741.5574630001,7641704.5849399995
3475,SRTC,UNST 107K,36,2016-09-26 08:45:00,2016-09-26 10:00:00,680741.5574630001,7641704.5849399995
3476,SRTC,CH 411,24,2016-09-26 10:15:00,2016-09-26 11:20:00,680741.5574630001,7641704.5849399995
3477,SRTC,CH 511,4,2016-09-26 10:15:00,2016-09-26 11:20:00,680741.5574630001,7641704.5849399995
3478,SRTC,CS 533,30,2016-09-26 11:30:00,2016-09-26 13:20:00,680741.5574630001,7641704.5849399995
3479,SRTC,PS 431,27,2016-09-26 14:00:00,2016-09-26 15:50:00,680741.5574630001,7641704.5849399995
3480,SRTC,PS 531,2,2016-09-26 14:00:00,2016-09-26 15:50:00,680741.5574630001,7641704.5849399995
3481,SRTC,BA 211,42,2016-09-26 17:40:00,2016-09-26 21:20:00,680741.5574630001,7641704.5849399995
3493,SRTC,BI 410,10,2016-09-26 18:00:00,2016-09-26 20:50:00,680741.5574630001,7641704.5849399995
3494,SRTC,BI 510,2,2016-09-26 18:00:00,2016-09-26 20:50:00,680741.5574630001,7641704.5849399995
3499,SRTC,CH 107,23,2016-09-26 10:15:00,2016-09-26 12:05:00,680741.5574630001,7641704.5849399995
3500,SRTC,CH 107,13,2016-09-26 13:00:00,2016-09-26 14:50:00,680741.5574630001,7641704.5849399995
3501,SRTC,CH 107,8,2016-09-26 15:00:00,2016-09-26 16:50:00,680741.5574630001,7641704.5849399995
3506,SRTC,CH 337,11,2016-09-26 13:00:00,2016-09-26 16:50:00,680741.5574630001,7641704.5849399995
3507,SRTC,CH 337,11,2016-09-26 17:40:00,2016-09-26 21:30:00,680741.5574630001,7641704.5849399995
3515,SRTC,CH 337,19,2016-09-26 13:00:00,2016-09-26 16:50:00,680741.5574630001,7641704.5849399995
3516,SRTC,CH 337,4,2016-09-26 17:40:00,2016-09-26 21:30:00,680741.5574630001,7641704.5849399995
3527,SRTC,ESM 330,11,2016-09-26 08:15:00,2016-09-26 10:05:00,680741.5574630001,7641704.5849399995
3528,SRTC,CE 566,1,2016-09-26 10:15:00,2016-09-26 13:15:00,680741.5574630001,7641704.5849399995
3529,SRTC,CE 666,1,2016-09-26 10:15:00,2016-09-26 13:15:00,680741.5574630001,7641704.5849399995
3530,SRTC,ESM 566,23,2016-09-26 10:15:00,2016-09-26 13:15:00,680741.5574630001,7641704.5849399995
3531,SRTC,SCI 201,11,2016-09-26 14:00:00,2016-09-26 15:50:00,680741.5574630001,7641704.5849399995
3532,SRTC,UNST 286A,29,2016-09-26 14:00:00,2016-09-26 15:50:00,680741.5574630001,7641704.5849399995
3538,UCB,LING 121,11,2016-09-26 10:15:00,2016-09-26 12:35:00,680315.189161,7642847.982360001
3540,UCB,LING 131,17,2016-09-26 09:00:00,2016-09-26 11:20:00,680315.189161,7642847.982360001
3541,UCB,LING 104,11,2016-09-26 14:00:00,2016-09-26 15:45:00,680315.189161,7642847.982360001
3543,UCB,COMM 511,13,2016-09-26 16:00:00,2016-09-26 19:50:00,680315.189161,7642847.982360001
3544,UCB,LING 454,6,2016-09-26 12:45:00,2016-09-26 13:50:00,680315.189161,7642847.982360001
3547,URBN,KOR 101,23,2016-09-26 09:00:00,2016-09-26 09:50:00,680315.189161,7642847.982360001
3548,URBN,ANTH 301,17,2016-09-26 10:00:00,2016-09-26 11:05:00,680315.189161,7642847.982360001
3549,URBN,JPN 341U,28,2016-09-26 14:00:00,2016-09-26 15:50:00,680315.189161,7642847.982360001
3550,URBN,SW 511,12,2016-09-26 16:00:00,2016-09-26 17:20:00,680315.189161,7642847.982360001
3551,URBN,SW 301U,40,2016-09-26 17:30:00,2016-09-26 19:20:00,680315.189161,7642847.982360001
3573,URBN,PHL 371H,1,2016-09-26 09:00:00,2016-09-26 10:05:00,680315.189161,7642847.982360001
3574,URBN,PHL 371U,10,2016-09-26 09:00:00,2016-09-26 10:05:00,680315.189161,7642847.982360001
3575,URBN,CHN 101,14,2016-09-26 12:00:00,2016-09-26 13:30:00,680315.189161,7642847.982360001
3581,URBN,USP 325U,20,2016-09-26 13:00:00,2016-09-26 14:50:00,680315.189161,7642847.982360001
3591,URBN,LING 390,61,2016-09-26 10:15:00,2016-09-26 11:20:00,680315.189161,7642847.982360001
3592,URBN,PS 221,50,2016-09-26 11:30:00,2016-09-26 12:35:00,680315.189161,7642847.982360001
3593,URBN,CCJ 370U,73,2016-09-26 12:45:00,2016-09-26 13:50:00,680315.189161,7642847.982360001
3594,URBN,HST 385U,41,2016-09-26 14:00:00,2016-09-26 15:50:00,680315.189161,7642847.982360001
3595,URBN,CCJ 240,24,2016-09-26 17:30:00,2016-09-26 21:10:00,680315.189161,7642847.982360001
3610,URBN,USP 465,3,2016-09-26 09:00:00,2016-09-26 11:40:00,680315.189161,7642847.982360001
3611,URBN,USP 565,18,2016-09-26 09:00:00,2016-09-26 11:40:00,680315.189161,7642847.982360001
3612,URBN,USP 584,38,2016-09-26 17:30:00,2016-09-26 21:10:00,680315.189161,7642847.982360001
3627,URBN,RUS 201,19,2016-09-26 10:15:00,2016-09-26 11:20:00,680315.189161,7642847.982360001
3628,URBN,MTH 434,15,2016-09-26 11:30:00,2016-09-26 12:20:00,680315.189161,7642847.982360001
3629,URBN,MTH 534,8,2016-09-26 11:30:00,2016-09-26 12:20:00,680315.189161,7642847.982360001
3630,URBN,SW 521,14,2016-09-26 13:00:00,2016-09-26 15:50:00,680315.189161,7642847.982360001
3631,URBN,USP 523,24,2016-09-26 16:40:00,2016-09-26 18:30:00,680315.189161,7642847.982360001
3650,URBN,KOR 101,18,2016-09-26 09:00:00,2016-09-26 09:50:00,680315.189161,7642847.982360001
3651,URBN,CHLA 390U,7,2016-09-26 10:00:00,2016-09-26 11:50:00,680315.189161,7642847.982360001
3652,URBN,HON 407,19,2016-09-26 12:00:00,2016-09-26 13:50:00,680315.189161,7642847.982360001
3653,URBN,ANTH 435,13,2016-09-26 14:00:00,2016-09-26 15:50:00,680315.189161,7642847.982360001
3656,URBN,SW 511,13,2016-09-26 16:00:00,2016-09-26 17:20:00,680315.189161,7642847.982360001
3657,URBN,WS 451,10,2016-09-26 17:30:00,2016-09-26 21:10:00,680315.189161,7642847.982360001
3658,URBN,WS 551,7,2016-09-26 17:30:00,2016-09-26 21:10:00,680315.189161,7642847.982360001
3665,URBN,GEOG 607,1,2016-09-26 15:30:00,2016-09-26 16:30:00,680315.189161,7642847.982360001
3666,URBN,USP 607,1,2016-09-26 15:30:00,2016-09-26 16:30:00,680315.189161,7642847.982360001
3669,URBN,GEOG 607,1,2016-09-26 16:30:00,2016-09-26 17:30:00,680315.189161,7642847.982360001
3670,URBN,USP 607,1,2016-09-26 16:30:00,2016-09-26 17:30:00,680315.189161,7642847.982360001
3683,URBN,PAP 620,6,2016-09-26 16:00:00,2016-09-26 18:30:00,680315.189161,7642847.982360001
3692,UTS,MS 131,23,2016-09-26 06:30:00,2016-09-26 07:50:00,678770.333626,7642673.465030001
3693,UTS,MTH 261,43,2016-09-26 09:00:00,2016-09-26 10:05:00,678770.333626,7642673.465030001
3694,UTS,UNST 421,15,2016-09-26 10:15:00,2016-09-26 12:05:00,678770.333626,7642673.465030001
3695,UTS,ACTG 422,34,2016-09-26 17:40:00,2016-09-26 21:20:00,678770.333626,7642673.465030001
3710,UTS,EC 435,26,2016-09-26 16:40:00,2016-09-26 18:30:00,678770.333626,7642673.465030001
3711,UTS,EC 535,3,2016-09-26 16:40:00,2016-09-26 18:30:00,678770.333626,7642673.465030001
3722,UTS,BA 101,59,2016-09-26 08:00:00,2016-09-26 09:50:00,678770.333626,7642673.465030001
3723,UTS,EC 340,13,2016-09-26 10:00:00,2016-09-26 11:50:00,678770.333626,7642673.465030001
3724,UTS,BA 205,47,2016-09-26 17:40:00,2016-09-26 21:20:00,678770.333626,7642673.465030001
3736,UTS,SPAN 101,27,2016-09-26 10:15:00,2016-09-26 11:20:00,678770.333626,7642673.465030001
3737,UTS,ASL 201,26,2016-09-26 14:00:00,2016-09-26 15:50:00,678770.333626,7642673.465030001
3738,UTS,GER 201,14,2016-09-26 18:40:00,2016-09-26 20:30:00,678770.333626,7642673.465030001
3749,UTS,SOC 250,30,2016-09-26 14:00:00,2016-09-26 15:50:00,678770.333626,7642673.465030001
3750,UTS,MTH 070,31,2016-09-26 16:40:00,2016-09-26 18:30:00,678770.333626,7642673.465030001
3759,UTS,LING 131,17,2016-09-26 10:15:00,2016-09-26 12:35:00,678770.333626,7642673.465030001
3760,UTS,CS 451,8,2016-09-26 14:00:00,2016-09-26 15:50:00,678770.333626,7642673.465030001
3761,UTS,CS 551,17,2016-09-26 14:00:00,2016-09-26 15:50:00,678770.333626,7642673.465030001
3762,UTS,ED 420,29,2016-09-26 16:00:00,2016-09-26 18:30:00,678770.333626,7642673.465030001
3763,UTS,ED 520,3,2016-09-26 16:00:00,2016-09-26 18:30:00,678770.333626,7642673.465030001
3771,UTS,ASL 101,28,2016-09-26 10:15:00,2016-09-26 11:20:00,678770.333626,7642673.465030001
3772,UTS,USP 419,8,2016-09-26 12:00:00,2016-09-26 13:50:00,678770.333626,7642673.465030001
3773,UTS,USP 519,5,2016-09-26 12:00:00,2016-09-26 13:50:00,678770.333626,7642673.465030001
3774,UTS,ART 497,6,2016-09-26 14:00:00,2016-09-26 15:50:00,678770.333626,7642673.465030001
3775,UTS,ART 597,6,2016-09-26 14:00:00,2016-09-26 15:50:00,678770.333626,7642673.465030001
3783,UTS,BA 205,40,2016-09-26 08:00:00,2016-09-26 09:50:00,678770.333626,7642673.465030001
3784,UTS,COMM 437,22,2016-09-26 10:00:00,2016-09-26 11:50:00,678770.333626,7642673.465030001
3785,UTS,COMM 537,6,2016-09-26 10:00:00,2016-09-26 11:50:00,678770.333626,7642673.465030001
3786,UTS,HON 407,5,2016-09-26 10:00:00,2016-09-26 11:50:00,678770.333626,7642673.465030001
3787,UTS,CFS 481U,40,2016-09-26 14:15:00,2016-09-26 16:05:00,678770.333626,7642673.465030001
3788,UTS,ACTG 360,41,2016-09-26 17:40:00,2016-09-26 21:20:00,678770.333626,7642673.465030001
3798,UTS,ARCH 367U,18,2016-09-26 09:00:00,2016-09-26 11:20:00,678770.333626,7642673.465030001
3799,UTS,CR 512,12,2016-09-26 17:30:00,2016-09-26 21:10:00,678770.333626,7642673.465030001
3816,UTS,BST 202,24,2016-09-26 10:00:00,2016-09-26 11:50:00,678770.333626,7642673.465030001
3817,UTS,SPED 509,18,2016-09-26 13:00:00,2016-09-26 14:50:00,678770.333626,7642673.465030001
3818,UTS,ED 586,18,2016-09-26 15:30:00,2016-09-26 17:20:00,678770.333626,7642673.465030001
3819,UTS,MGMT 351,21,2016-09-26 17:40:00,2016-09-26 20:20:00,678770.333626,7642673.465030001
3832,UTS,PHE 448,24,2016-09-26 08:15:00,2016-09-26 10:05:00,678770.333626,7642673.465030001
3833,UTS,STAT 243,40,2016-09-26 10:15:00,2016-09-26 11:20:00,678770.333626,7642673.465030001
3834,UTS,ANTH 325U,36,2016-09-26 11:30:00,2016-09-26 12:35:00,678770.333626,7642673.465030001
3835,UTS,ITP 511,20,2016-09-26 13:30:00,2016-09-26 16:00:00,678770.333626,7642673.465030001
3836,UTS,BA 339L,31,2016-09-26 17:30:00,2016-09-26 20:20:00,678770.333626,7642673.465030001
3844,UTS,ETM 347U,30,2016-09-26 08:15:00,2016-09-26 10:05:00,678770.333626,7642673.465030001
3845,UTS,CFS 491,31,2016-09-26 10:15:00,2016-09-26 12:05:00,678770.333626,7642673.465030001
3846,UTS,LING 477,12,2016-09-26 14:00:00,2016-09-26 15:50:00,678770.333626,7642673.465030001
3847,UTS,LING 577,4,2016-09-26 14:00:00,2016-09-26 15:50:00,678770.333626,7642673.465030001
3848,UTS,FR 101,18,2016-09-26 18:40:00,2016-09-26 20:30:00,678770.333626,7642673.465030001
